Address,Aggregate rating,Average Cost for two,City,Country Code,Country,Cuisines,Currency,Has Online delivery,Has Table booking,Is delivering now,Latitude,Locality Verbose,Locality,Longitude,Price range,Rating color,Rating text,Restaurant ID,Restaurant Name,Votes
"Opposite Masjid, Ibn Mahmoud Street, Fereej Bin Mahmoud, Doha",4.3,50,Doha,166,Qatar,Indian,Qatari Rial(QR),No,No,No,25.2859356,"Fereej Bin Mahmoud, Doha",Fereej Bin Mahmoud,51.5141453,2,Green,Very Good,6202515,Gokul Gujarati Restaurant,211
"Mezzanine Floor, Ghanem Business Center, Opposite Ahli Bank, Fereej Bin Mahmoud, Doha",4,150,Doha,166,Qatar,"Seafood, American",Qatari Rial(QR),No,No,No,25.274457,"Ghanem Business Center, Fereej Bin Mahmoud, Doha","Ghanem Business Center, Fereej Bin Mahmoud",51.512682,4,Green,Very Good,17957917,The Manhattan FISH MARKET,180
"Lower Ground Floor, Hotel Intercontinental Doha, Al Isteqlal Road, Westbay, Doha",3.7,500,Doha,166,Qatar,International,Qatari Rial(QR),No,No,No,25.348622,"Hotel Intercontinental Doha, Westbay, Doha","Hotel Intercontinental Doha, Westbay",51.530046,4,Yellow,Good,6201431,Coral - InterContinental Doha,58
"Ground Floor, Mall Of Qatar, Dukhan Highway, Al Gharafa, Doha",4,250,Doha,166,Qatar,"Steak, American",Qatari Rial(QR),No,No,No,25.3273326,"Mall of Qatar, Al Gharafa, Doha","Mall of Qatar, Al Gharafa",51.3500471,4,Green,Very Good,18425995,Texas Roadhouse,41
"Near Kahramaa Office, Al Adhwaa Street, Musheireb, Doha",3.8,80,Doha,166,Qatar,Pakistani,Qatari Rial(QR),No,No,No,25.28246661,"Musheireb, Doha",Musheireb,51.52302034,3,Yellow,Good,17957911,Punjab Restaurant,83
"Ground Floor, Al Jomrok Boutique Hotel, Souq Waqif, Doha",4.7,250,Doha,166,Qatar,Indian,Qatari Rial(QR),No,Yes,No,25.2894111,"Souq Waqif, Doha",Souq Waqif,51.5333165,4,Dark Green,Excellent,18295472,Gymkhana,114
"2nd Floor, The Gate Mall, Dafna, Doha",3.9,200,Doha,166,Qatar,"European, Arabian, Japanese, Bakery, Desserts",Qatari Rial(QR),No,No,No,25.3232606,"The Gate, Dafna, Doha","The Gate, Dafna",51.526653,4,Yellow,Good,6201972,Eatopia,197
"1st Floor, The St. Regis Hotel, Westbay, Doha",4.4,550,Doha,166,Qatar,International,Qatari Rial(QR),No,No,No,25.350325,"The St. Regis, Westbay, Doha","The St. Regis, Westbay",51.530127,4,Green,Very Good,6201130,Vine - The St. Regis,67
"Ground Floor, The Westin Doha Hotel & Spa, Fereej Bin Mahmoud, Doha",4.3,445,Doha,166,Qatar,Thai,Qatari Rial(QR),No,No,No,25.27618,"The Westin Doha Hotel & Spa, Fereej Bin Mahmoud, Doha","The Westin Doha Hotel & Spa, Fereej Bin Mahmoud",51.512909,4,Green,Very Good,18261203,Sabai Thai - The Westin Doha Hotel & Spa,73
"Beside Jarir Bookstore, Jaidah Square, Al Matar Street, Umm Ghuwailina, Doha",4.5,400,Doha,166,Qatar,Italian,Qatari Rial(QR),No,No,No,25.27301974,"Umm Ghuwailina, Doha",Umm Ghuwailina,51.54457591,4,Dark Green,Excellent,6201360,Paper Moon,145
"Showroom #10, Al Emadi Suites, Ras Abu Aboud Street, Umm Ghuwailina, Doha",3.9,160,Doha,166,Qatar,Indian,Qatari Rial(QR),No,No,No,25.2830109,"Umm Ghuwailina, Doha",Umm Ghuwailina,51.546714,4,Yellow,Good,18318801,Roti & Boti,109
"15 Belgravia Road, Athlone, Cape Town",3.7,294,Cape Town,189,South Africa,"Pizza, Grill",Rand(R),No,No,No,-33.96466043,"Athlone, Cape Town",Athlone,18.51440571,3,Yellow,Good,18395463,The Butcher's Wife,22
"Ground Floor, Cavendish Square, Claremont, Cape Town",4.1,300,Cape Town,189,South Africa,"Cafe, Patisserie",Rand(R),No,No,No,-33.97975702,"Cavendish Square, Claremont, Cape Town","Cavendish Square, Claremont",18.46489381,4,Green,Very Good,18337845,Coco Safar,88
"107 Bree Street, CBD, Cape Town",3.7,360,Cape Town,189,South Africa,"Spanish, Tapas",Rand(R),No,No,No,-33.92154333,"CBD, Cape Town",CBD,18.41789313,4,Yellow,Good,6401732,La Parada,255
"185 Bree Street, CBD, Cape Town",4.2,180,Cape Town,189,South Africa,"Cafe, Bakery",Rand(R),No,No,No,-33.92451515,"CBD, Cape Town",CBD,18.41457088,2,Green,Very Good,6401060,Jason Bakery,266
"36 Buitenkant Street, CBD, Cape Town",4.4,150,Cape Town,189,South Africa,Cafe,Rand(R),No,No,No,-33.92849643,"CBD, Cape Town",CBD,18.42286024,2,Green,Very Good,6400421,Truth Coffee,514
"25 Protea Road, Claremont, Cape Town",3.9,250,Cape Town,189,South Africa,"Japanese, Sushi, Asian",Rand(R),No,No,No,-33.978602,"Claremont, Cape Town",Claremont,18.462423,3,Yellow,Good,6402177,Salushi,239
"28 Hudson Street, De Waterkant, Cape Town",4,200,Cape Town,189,South Africa,"Cafe, Bakery, Tea, Vegetarian",Rand(R),No,No,No,-33.91733333,"De Waterkant, Cape Town",De Waterkant,18.41766667,3,Green,Very Good,6401198,Origin Coffee Roasting,185
"30 Kloof Street, Gardens, Cape Town",4.5,350,Cape Town,189,South Africa,Mediterranean,Rand(R),No,No,No,-33.9285,"Gardens, Cape Town",Gardens,18.4125,4,Dark Green,Excellent,6401054,Kloof Street House,356
"5 Park Road, Kloof Street, Gardens, Cape Town",4.4,250,Cape Town,189,South Africa,"Burger, American",Rand(R),No,No,No,-33.929022,"Gardens, Cape Town",Gardens,18.410769,3,Green,Very Good,6403291,Jerry's Burger Bar,281
"32 Hudson Street, Mirage Building, Green Point, Cape Town",3.8,250,Cape Town,189,South Africa,Sushi,Rand(R),No,No,No,-33.917258,"Green Point, Cape Town",Green Point,18.417566,3,Yellow,Good,6403499,Active Sushi,127
"The Foundry, Prestwich Street, Green Point, Cape Town",3.8,500,Cape Town,189,South Africa,"Seafood, Asian, Grill, Sushi",Rand(R),No,No,No,-33.912585,"Green Point, Cape Town",Green Point,18.418015,4,Yellow,Good,6400191,Beluga,619
"107a Main Road, Green Point, Cape Town",3.6,250,Cape Town,189,South Africa,"Burger, Fast Food, Grill",Rand(R),No,No,No,-33.907776,"Green Point, Cape Town",Green Point,18.409153,3,Yellow,Good,6404082,Rocomamas,131
"Newlands Quarter, Dean Street, Newlands, Cape Town",4.5,110,Cape Town,189,South Africa,"Desserts, Ice Cream",Rand(R),No,No,No,-33.970286,"Newlands, Cape Town",Newlands,18.46195,2,Dark Green,Excellent,6401485,The Creamery,328
"One & Only Hotel, Dock Road, V & A Waterfront, Cape Town",4,535,Cape Town,189,South Africa,"Japanese, Asian, Seafood, Sushi",Rand(R),No,Yes,No,-33.908603,"One and Only Hotel, V & A Waterfront, Cape Town","One and Only Hotel, V & A Waterfront",18.416435,4,Green,Very Good,6400621,Nobu - One&Only,110
"90 Regent Road, Sea Point, Cape Town",4.8,230,Cape Town,189,South Africa,"Cafe, Burger",Rand(R),No,No,No,-33.921453,"Sea Point, Cape Town",Sea Point,18.381997,3,Dark Green,Excellent,6403544,Jarryds,319
"77 Regent Road, Sea Point, Cape Town",4.4,125,Cape Town,189,South Africa,"Cafe, Patisserie, Bakery, Desserts",Rand(R),No,No,No,-33.921692,"Sea Point, Cape Town",Sea Point,18.382759,2,Green,Very Good,6403452,My Sugar,157
"Granger Bay Road, Granger Bay, V & A Waterfront, Cape Town",3.8,450,Cape Town,189,South Africa,"Seafood, African, Sushi",Rand(R),No,No,No,-33.901746,"V & A Waterfront, Cape Town",V & A Waterfront,18.415163,4,Yellow,Good,6402163,Grand Cafí© & Beach,280
"Ground Level, Victoria Wharf, V & A Waterfront, Cape Town",4.1,320,Cape Town,189,South Africa,"Cafe, Mediterranean",Rand(R),No,No,No,-33.902336,"V & A Waterfront, Cape Town",V & A Waterfront,18.421341,4,Green,Very Good,6401789,tashas,374
"Shop 157, Lower Level, Victoria Wharf, V & A Waterfront, Cape Town",4.1,270,Cape Town,189,South Africa,"Burger, American, Grill",Rand(R),No,No,No,-33.9042665,"Victoria Wharf, V & A Waterfront, Cape Town","Victoria Wharf, V & A Waterfront",18.42030041,3,Green,Very Good,6400235,Gibson's Gourmet Burgers & Ribs,298
"Ground Level, Victoria Wharf, V & A Waterfront, Cape Town",4.4,570,Cape Town,189,South Africa,"Seafood, Japanese, Sushi",Rand(R),No,No,No,-33.90416667,"Victoria Wharf, V & A Waterfront, Cape Town","Victoria Wharf, V & A Waterfront",18.421,4,Green,Very Good,6400217,Willoughby & Co.,466
"24 Albrecht Road, Maboneng Precinct, City and Suburban, Inner City",4.9,1540,Inner City,189,South Africa,"European, Contemporary",Rand(R),No,No,No,-26.203278,"City and Suburban, Inner City",City and Suburban,28.060192,4,Dark Green,Excellent,6501534,Cube - Tasting Kitchen,441
"1 Fox Street, Marshalltown, Inner City, Johannesburg",4.9,700,Inner City,189,South Africa,Tapas,Rand(R),No,No,No,-26.207091,"Marshalltown, Inner City",Marshalltown,28.031863,4,Dark Green,Excellent,18339373,Urbanologi,194
"139 Greenway, Greenside, Johannesburg",4.3,300,Johannesburg,189,South Africa,"Asian, Sushi, Tapas",Rand(R),No,No,No,-26.14658,"Greenside, Johannesburg",Greenside,28.011059,4,Green,Very Good,6517396,Momo Baohaus,180
"33, 4th Avenue corner of 13th street, Parkhurst, Johannesburg",4.1,350,Johannesburg,189,South Africa,"European, Pizza",Rand(R),No,No,No,-26.138396,"Parkhurst, Johannesburg",Parkhurst,28.017548,4,Green,Very Good,6502688,Craft,1207
"Corner 4th Avenue & 14th Street, Parkhurst, Johannesburg",4,350,Johannesburg,189,South Africa,"Burger, Finger Food, Pizza",Rand(R),No,No,No,-26.137391,"Parkhurst, Johannesburg",Parkhurst,28.018022,4,Green,Very Good,6515130,Hudsons,861
"21, 4th Avenue, Parkhurst, Johannesburg",4.1,350,Johannesburg,189,South Africa,"American, Burger",Rand(R),No,No,No,-26.140464,"Parkhurst, Johannesburg",Parkhurst,28.017146,4,Green,Very Good,6502341,The Wolfpack,1024
"19, 4th Avenue, Parktown North, Johannesburg",4.2,515,Johannesburg,189,South Africa,American,Rand(R),No,Yes,No,-26.1440716,"Parktown North, Johannesburg",Parktown North,28.025193,4,Green,Very Good,6516766,The National,212
"Corner Jan Smuts Avenue & Jellicoe Avenue, Rosebank, Johannesburg",4.5,955,Johannesburg,189,South Africa,"Continental, South African, Beverages, Desserts, Seafood, Grill, Ice Cream, International",Rand(R),No,No,No,-26.14338814,"Rosebank, Johannesburg",Rosebank,28.03619944,4,Dark Green,Excellent,18370704,Marble,222
"570 Fehrsen Street, Brooklyn, Pretoria",4.7,450,Pretoria,189,South Africa,African,Rand(R),No,No,No,-25.77074833,"Brooklyn, Pretoria",Brooklyn,28.23604667,4,Dark Green,Excellent,75027,Kream,373
"279 Dey Street, Brooklyn, Pretoria",4.1,360,Pretoria,189,South Africa,"Burger, Steak, Seafood",Rand(R),No,No,No,-25.772304,"Brooklyn, Pretoria",Brooklyn,28.230606,4,Green,Very Good,18199767,Carbon Bistro,84
"541 Fehrsen Street, Nieuw Muckleneuk, Brooklyn, Pretoria",4.4,320,Pretoria,189,South Africa,Indian,Rand(R),No,No,No,-25.771335,"Brooklyn, Pretoria",Brooklyn,28.235482,4,Green,Very Good,75031,Geet Indian Restaurant,147
"66 Olympus street, Faerie Glen, Pretoria",3.9,390,Pretoria,189,South Africa,"Cafe, Burger, Tapas, South African, European, Grill",Rand(R),No,No,No,-25.798167,"Faerie Glen, Pretoria",Faerie Glen,28.331763,4,Yellow,Good,75728,Blos Cafe,150
"Olympus Village, Corner Olympus Dr And Achilles Road, Faerie Glen, Pretoria",4.2,500,Pretoria,189,South Africa,"Healthy Food, Seafood, Beverages, Belgian, Contemporary, Desserts, Finger Food, International",Rand(R),No,No,No,-25.79850294,"Faerie Glen, Pretoria",Faerie Glen,28.33247088,4,Green,Very Good,18445944,The Belgian Triple,20
"Corner Duvernoy and Chopin Street, Garsfontein, Pretoria",4.3,300,Pretoria,189,South Africa,Mexican,Rand(R),No,No,No,-25.80283,"Garsfontein, Pretoria",Garsfontein,28.287114,4,Green,Very Good,18199742,El Pistolero,116
"Glenfair Boulevard, Corner Lynnwood & Daventry Road, Lynnwood Manor, Lynnwood, Pretoria",3.8,300,Pretoria,189,South Africa,"Burger, American, Beverages",Rand(R),No,No,No,-25.765656,"Glenfair Boulevard, Lynnwood  , Pretoria","Glenfair Boulevard, Lynnwood",28.280437,4,Yellow,Good,18238595,Brooklyn Brothers,57
"Greenlyn Village, Shop 20, 13th Street, Menlo Park, Near, Lynnwood, Pretoria",4.4,200,Pretoria,189,South Africa,"Street Food, Burger, American, Finger Food, German",Rand(R),No,No,No,-25.76973333,"Greenlyn Village, Menlopark, Near Lynnwood, Pretoria","Greenlyn Village, Menlopark, Near Lynnwood",28.25643333,3,Green,Very Good,75609,Capital Craft Beer Academy,301
"Lynridge Mall, 1 Jacobson Drive, Lynnwood, Pretoria",4.3,320,Pretoria,189,South Africa,"Indian, Asian, Durban, International, Desserts",Rand(R),No,No,No,-25.765752,"Lynnwood, Pretoria",Lynnwood,28.298357,4,Green,Very Good,18318846,Spice - The Indian Kitchen,43
"Menlyn Boutique Hotel, 209 Tugela Road, Ashlea Gardens, Near Menlyn, Menlyn, Pretoria",4.4,600,Pretoria,189,South Africa,Continental,Rand(R),No,No,No,-25.780358,"Menlyn Boutique Hotel, Menlyn, Pretoria","Menlyn Boutique Hotel, Menlyn",28.270627,4,Green,Very Good,75380,The Black Bamboo,84
"Shop 53, Menlyn Maine, Central Square, 180 Amarand Avenue, Waterkloof Glen, Pretoria",3.9,400,Pretoria,189,South Africa,"Cafe, Italian, Pizza, European, Bakery, Deli",Rand(R),No,No,No,-25.786067,"Menlyn Maine, Waterkloof Glen, Pretoria","Menlyn Maine, Waterkloof Glen",28.283896,4,Yellow,Good,18376948,Old Town Italy,153
"Menlyn Shopping Centre, Corner of Atterbury Road & Lois Avenue, Menlyn, Pretoria",3.4,200,Pretoria,189,South Africa,"Contemporary, Sushi, Grill, Italian, Steak",Rand(R),No,No,No,-25.783539,"Menlyn Shopping Centre, Menlyn, Pretoria","Menlyn Shopping Centre, Menlyn",28.275316,3,Orange,Average,75104,Parrot's,111
"Menlyn Shopping Centre, Level 1, Corner of Atterbury Road & Lois Avenue, Menlyn, Pretoria",4,410,Pretoria,189,South Africa,"Cafe, Grill",Rand(R),No,No,No,-25.782735,"Menlyn Shopping Centre, Menlyn, Pretoria","Menlyn Shopping Centre, Menlyn",28.275005,4,Green,Very Good,75026,Baobab Cafe & Grill,235
"The Club Centre, Corner of Pinaster Avenue & 18th Street, Hazelwood, Near Waterkloof, Pretoria",4.5,450,Pretoria,189,South Africa,"European, South African, Steak",Rand(R),No,No,No,-25.778387,"The Club Centre, Hazelwood, Near Waterkloof, Pretoria","The Club Centre, Hazelwood, Near Waterkloof",28.257131,4,Dark Green,Excellent,75576,Harissa Bistro,287
"The Club Centre, Corner of Pinaster Avenue & 18th Street, Hazelwood, Near, Waterkloof, Pretoria",4.1,400,Pretoria,189,South Africa,"Italian, Mediterranean, Sushi, Desserts",Rand(R),No,No,No,-25.777898,"The Club Centre, Hazelwood, Near Waterkloof, Pretoria","The Club Centre, Hazelwood, Near Waterkloof",28.256922,4,Green,Very Good,75764,Life Grand Cafe,232
"Waterglen Shopping Centre, Corner of Garsfontein Road & January Masilela Drive, Waterkloof Glen, Pretoria",4,250,Pretoria,189,South Africa,"Continental, Seafood, Burger, South African, Finger Food, Grill",Rand(R),No,No,No,-25.79399333,"Waterglen Shopping Centre, Garsfontein, Pretoria","Waterglen Shopping Centre, Garsfontein",28.28159167,3,Green,Very Good,75132,Crawdaddy's,158
"15, 16th Street, Waterkloof, Pretoria 0081",4.5,285,Pretoria,189,South Africa,"Cafe, Tapas, South African, Beverages, Healthy Food, Desserts, Spanish",Rand(R),No,No,No,-25.775823,"Waterkloof, Pretoria",Waterkloof,28.255682,3,Dark Green,Excellent,18289339,Culture Club - Bar De Tapas,97
"23 Hazelwood Road, Menlo Park, Near, Waterkloof, Pretoria",3.9,250,Pretoria,189,South Africa,"Street Food, Continental, Burger, Grill",Rand(R),No,No,No,-25.775722,"Waterkloof, Pretoria",Waterkloof,28.257074,3,Yellow,Good,75683,23 On Hazelwood,135
"Corner Dely & Pinaster Roads, Hazelwood, Waterkloof, Pretoria",4.1,250,Pretoria,189,South Africa,"Grill, Burger",Rand(R),No,No,No,-25.7779816,"Waterkloof, Pretoria",Waterkloof,28.25626243,3,Green,Very Good,18136493,Hogshead,258
"The Orient Boutique Hotel, Crocodile River Valley, Elandsfontein, Near West Park, Pretoria",4.9,3210,Pretoria,189,South Africa,French,Rand(R),No,No,No,-25.761238,"West Park, Pretoria",West Park,27.999097,4,Dark Green,Excellent,75989,Restaurant Mosaic @ The Orient,85
"Corner of 7th Street and 4th Avenue, Linden, Randburg 2195",4.3,200,Randburg,189,South Africa,Cafe,Rand(R),No,No,No,-26.14026,"Linden, Randburg",Linden,27.991791,3,Green,Very Good,6502134,The Whippet,618
"13 Posthouse Link Centre, Corner Main & Posthouse Street, Bryanston, Johannesburg Sandton, Bryanston, Sandton",4.8,450,Sandton,189,South Africa,"Contemporary, Italian",Rand(R),No,No,No,-26.05198229,"Bryanston, Sandton",Bryanston,28.02302878,4,Dark Green,Excellent,18204217,Gemelli Cucina Bar,542
"Shop 1, Posthouse Centre, Corner Main Road & Posthouse Street, Bryanston, Sandton 2021",4,250,Sandton,189,South Africa,"Contemporary, Burger, European",Rand(R),No,No,No,-26.052744,"Bryanston, Sandton",Bryanston,28.023143,3,Green,Very Good,6502852,Social on Main,504
"Bryanston Shopping Centre, Corner of William Nicol & Ballyclare Dr, Bryanston, Sandton, Bryanston, Johannesburg",4.4,400,Sandton,189,South Africa,"Italian, Pizza, Beverages, Desserts, Grill, Seafood",Rand(R),No,No,No,-26.074876,"Bryanston Shopping Centre, Bryanston, Sandton","Bryanston Shopping Centre, Bryanston",28.027725,4,Green,Very Good,6515339,Cafe Del Sol Botanico,499
"Illovo Junction, Corner Oxford Road and Corlett Drive, Illovo, Sandton",4.2,250,Sandton,189,South Africa,Mexican,Rand(R),No,No,No,-26.13493464,"Illovo, Sandton",Illovo,28.04833811,3,Green,Very Good,6502883,Perron,581
"Shop 00513, Building 13, High Street, Melrose Arch, Sandton",4.1,400,Sandton,189,South Africa,Italian,Rand(R),No,No,No,-26.13233,"Melrose Arch, Melrose , Sandton","Melrose Arch, Melrose",28.068062,4,Green,Very Good,6517568,Jamie's Italian,251
"Nelson Mandela Square, Corner Maude & 5th Streets, Sandown, Sandton",4.3,400,Sandton,189,South Africa,"Grill, Steak, Burger, Sushi, Tapas",Rand(R),No,No,No,-26.1075,"Nelson Mandela Square, Sandown, Sandton","Nelson Mandela Square, Sandown",28.05466667,4,Green,Very Good,6516831,The Big Mouth,430
"Nicolway Shopping Centre, William Nicol Drive, Bryanston, Sandton",4.6,545,Sandton,189,South Africa,"European, South African",Rand(R),No,No,No,-26.05233333,"Nicolway Shopping Centre, Bryanston, Sandton","Nicolway Shopping Centre, Bryanston",28.021,4,Dark Green,Excellent,6501141,Licorish Bistro,892
"Pineslopes Shopping Centre, Corner of Witkoppen Drive & The Straight, Fourways, Sandton",4.3,330,Sandton,189,South Africa,Mexican,Rand(R),No,No,No,-26.021111,"Pineslopes Shopping Centre, Fourways, Sandton","Pineslopes Shopping Centre, Fourways",28.014375,4,Green,Very Good,6516432,Salsa Mexican Grill,488
"Pineslopes Shopping Centre, Corner of Witkoppen Drive & The Straight, Fourways, Sandton",4.4,300,Sandton,189,South Africa,Steak,Rand(R),No,No,No,-26.021362,"Pineslopes Shopping Centre, Fourways, Sandton","Pineslopes Shopping Centre, Fourways",28.014749,4,Green,Very Good,6517404,The Smokehouse and Grill,90
"Post Office Centre, Corner of Rudd Road and Otto Street, Illovo, Sandton",4.4,450,Sandton,189,South Africa,Mediterranean,Rand(R),No,No,No,-26.129002,"Post Office Center, Illovo, Sandton","Post Office Center, Illovo",28.050845,4,Green,Very Good,6515135,Escondido Tapas,743
"Waterfall Corner Mall, Corner of Maxwell & Woodmead Drives, Woodmead, Sandton",3.8,360,Sandton,189,South Africa,"Italian, Pizza",Rand(R),No,No,No,-26.02172,"Waterfall Corner Mall, Midrand, Sandton","Waterfall Corner Mall, Midrand",28.089878,4,Yellow,Good,6502857,Remo's Maximilliano,390
"11, Milagiriya Avenue, Bambalapitiya, Colombo 04",3.4,2000,Colombo,191,Sri Lanka,Chinese,Sri Lankan Rupee(LKR),No,No,No,6.88634086,"Bambalapitiya, Colombo 04, Colombo","Bambalapitiya, Colombo 04",79.85667843,3,Orange,Average,5800557,Chinese Dragon Cafe,118
"124, New Bullers Road, Bambalapitiya, Colombo 04",2.4,1800,Colombo,191,Sri Lanka,"North Indian, Chinese, Sri Lankan",Sri Lankan Rupee(LKR),No,No,No,6.8960838,"Bambalapitiya, Colombo 04, Colombo","Bambalapitiya, Colombo 04",79.8578301,2,Red,Poor,5800634,Elite Indian Restaurant,240
"107, Barnes Place, Cinnamon Gardens, Colombo 07",3.7,2500,Colombo,191,Sri Lanka,"Italian, Cafe, Desserts",Sri Lankan Rupee(LKR),No,No,No,6.91280628,"Cinnamon Gardens, Colombo 07, Colombo","Cinnamon Gardens, Colombo 07",79.87511359,3,Yellow,Good,5800567,CIOCONAT Lounge,157
"36, Barnes Place, Cinnamon Gardens, Colombo 07",3.6,2000,Colombo,191,Sri Lanka,"Cafe, Italian",Sri Lankan Rupee(LKR),No,No,No,6.913291667,"Cinnamon Gardens, Colombo 07, Colombo","Cinnamon Gardens, Colombo 07",79.86849167,3,Yellow,Good,5800891,The Paddington,83
"39 A, Flower Road, Cinnamon Gardens, Colombo 07",4,2500,Colombo,191,Sri Lanka,"Cafe, Sri Lankan, Continental, American",Sri Lankan Rupee(LKR),No,No,No,6.908536272,"Cinnamon Gardens, Colombo 07, Colombo","Cinnamon Gardens, Colombo 07",79.8581047,3,Green,Very Good,5800590,The Commons,209
"65, C.W.W Kannangara Mawatha, Near Town Hall, Cinnamon Gardens, Colombo 07",4,2500,Colombo,191,Sri Lanka,Sri Lankan,Sri Lankan Rupee(LKR),No,No,No,6.912529358,"Cinnamon Gardens, Colombo 07, Colombo","Cinnamon Gardens, Colombo 07",79.86472741,3,Green,Very Good,5800755,Upali's,114
"115, Hill Street, Dehiwala, Colombo",3.5,1500,Colombo,191,Sri Lanka,"Malaysian, North Indian, Sri Lankan",Sri Lankan Rupee(LKR),No,No,No,6.850283043,"Dehiwala, Colombo, Colombo","Dehiwala, Colombo",79.87088978,2,Yellow,Good,5800515,Malay Restaurant,80
"23, Canal Row, Fort, Colombo 01",4,4000,Colombo,191,Sri Lanka,"American, Steak",Sri Lankan Rupee(LKR),No,No,No,6.932547222,"Fort, Colombo 01, Colombo","Fort, Colombo 01",79.843575,4,Green,Very Good,5800746,T.G.I. Friday's,166
